student_id,school,gender,lunch,pretest,posttest
QVUI0,ZOWMK,Male,Qualifies for reduced/free lunch,38.0,50.0
S81CK,ZOWMK,Male,Qualifies for reduced/free lunch,41.0,51.0
SNGT7,ZOWMK,Female,Qualifies for reduced/free lunch,41.0,55.0
VE9M5,ZOWMK,Female,Qualifies for reduced/free lunch,45.0,53.0
VLT9X,ZOWMK,Male,Qualifies for reduced/free lunch,36.0,47.0
WCK50,ZOWMK,Female,Qualifies for reduced/free lunch,42.0,50.0
WTGZ3,ZOWMK,Male,Qualifies for reduced/free lunch,41.0,48.0
XTDGC,ZOWMK,Female,Qualifies for reduced/free lunch,36.0,48.0
14KA2,ZOWMK,Male,Qualifies for reduced/free lunch,41.0,46.0
1RM48,ZOWMK,Female,Qualifies for reduced/free lunch,43.0,52.0
1ZXE0,ZOWMK,Female,Qualifies for reduced/free lunch,39.0,54.0
30ZL7,ZOWMK,Female,Qualifies for reduced/free lunch,38.0,49.0
3GOXL,ZOWMK,Female,Qualifies for reduced/free lunch,42.0,51.0
3ZC0F,ZOWMK,Female,Qualifies for reduced/free lunch,36.0,43.0
58VZ8,ZOWMK,Male,Qualifies for reduced/free lunch,36.0,53.0
87CSN,ZOWMK,Male,Qualifies for reduced/free lunch,40.0,48.0
8VV7M,ZOWMK,Female,Qualifies for reduced/free lunch,42.0,48.0
B6OD9,ZOWMK,Female,Qualifies for reduced/free lunch,39.0,49.0
B7EZ3,ZOWMK,Female,Qualifies for reduced/free lunch,40.0,47.0
C7MHP,ZOWMK,Female,Does not qualify,39.0,55.0
E7D9H,ZOWMK,Female,Qualifies for reduced/free lunch,41.0,48.0
ECH9Z,ZOWMK,Male,Qualifies for reduced/free lunch,38.0,48.0
F4XMK,ZOWMK,Male,Qualifies for reduced/free lunch,42.0,55.0
FF3C5,ZOWMK,Male,Does not qualify,46.0,53.0
FX3Q4,ZOWMK,Male,Qualifies for reduced/free lunch,41.0,49.0
GKK5I,ZOWMK,Female,Qualifies for reduced/free lunch,42.0,50.0
J4IDO,ZOWMK,Male,Does not qualify,39.0,52.0
JU0SW,ZOWMK,Male,Qualifies for reduced/free lunch,38.0,46.0
KPR1P,ZOWMK,Male,Qualifies for reduced/free lunch,40.0,46.0
Q6QZP,ZOWMK,Male,Qualifies for reduced/free lunch,41.0,50.0
Q8JXJ,ZOWMK,Female,Qualifies for reduced/free lunch,45.0,47.0
R805N,ZOWMK,Male,Qualifies for reduced/free lunch,38.0,51.0
S4I5S,ZOWMK,Male,Qualifies for reduced/free lunch,39.0,50.0
T8LSK,ZOWMK,Female,Does not qualify,39.0,55.0
VNP26,ZOWMK,Female,Qualifies for reduced/free lunch,38.0,46.0
YDR1Z,ZOWMK,Female,Qualifies for reduced/free lunch,45.0,51.0
YUEIH,ZOWMK,Male,Qualifies for reduced/free lunch,46.0,53.0
ZVCQ8,ZOWMK,Male,Qualifies for reduced/free lunch,41.0,48.0
